age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
38,"Woman","North West","Remain","15 or under","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
62,"Man","South East","Leave","17-18","Working part time (8-29 hours a week)","Charity/voluntary sector","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","Very badly",6,"a Leaver"
55,"Woman","East of England","Leave","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat positive effect","Very badly",8,"a Leaver"
68,"Man","South West","Leave","15 or under","Retired","Other","Other","Right","Very positive effect","Very positive effect","Very badly",2,"a Leaver"
69,"Man","South West","Remain","20+","Retired","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
57,"Woman","London","Did not vote","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",4,"a Remainer"
74,"Woman","North West","Remain","17-18","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
60,"Woman","Scotland","Remain","17-18","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Leaver"
46,"Woman","Wales","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Neither positive nor negative","Somewhat negative effect","Fairly badly",2,"Neither a Leaver nor a Remainer"
70,"Woman","South West","Remain","16","Working part time (Less than 8 hours a week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Somewhat negative effect","Very badly",4,"a Remainer"
88,"Man","West Midlands","Leave","16","Retired","Other","Other","Right","Very positive effect","Neither positive nor negative","Fairly badly",0,"a Leaver"
66,"Woman","South West","Remain","20+","Retired","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"Neither a Leaver nor a Remainer"
74,"Man","Yorkshire and the Humber","Remain","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",7,"a Remainer"
44,"Man","South East","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
49,"Woman","Yorkshire and the Humber","Leave","20+","Not working","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",10,"a Leaver"
75,"Man","South East","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
45,"Woman","North East","Remain","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",1,"a Remainer"
63,"Woman","East of England","Remain","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Other","Wrong","Don't know","Don't know","Don't know",5,"Don’t know"
55,"Man","London","Did not vote","20+","Working part time (8-29 hours a week)","Charity/voluntary sector","Other","Don’t know","Don't know","Don't know","Don't know",5,"Don’t know"
53,"Man","North West","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","Very badly",10,"Neither a Leaver nor a Remainer"
71,"Woman","North West","Leave","16","Retired","Self-employed","Other","Right","Very positive effect","Very positive effect","Very badly",8,"a Leaver"
40,"Woman","South East","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
59,"Woman","East of England","Leave","16","Other","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Very badly",10,"Neither a Leaver nor a Remainer"
65,"Woman","West Midlands","Leave","16","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Right","Very positive effect","Very positive effect","Fairly well",2,"a Leaver"
78,"Man","East of England","Leave","15 or under","Retired","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Somewhat positive effect","Somewhat negative effect","Very badly",7,"Neither a Leaver nor a Remainer"
68,"Woman","Wales","Remain","15 or under","Retired","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",4,"a Leaver"
60,"Woman","South East","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Very badly",9,"a Leaver"
57,"Woman","Scotland","Remain","16","Not working","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",3,"Neither a Leaver nor a Remainer"
67,"Man","North West","Leave","20+","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Neither positive nor negative","Very positive effect","Fairly badly",5,"a Leaver"
63,"Man","East of England","Leave","19","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",8,"a Leaver"
