age,sex,region,EURef2016,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
27,"Woman","East of England","Remain","Full time student","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",4,"a Remainer"
53,"Woman","North West","Leave","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Don't know","Very badly",5,"a Leaver"
37,"Woman","North West","Leave","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
67,"Woman","Scotland","Remain","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
58,"Woman","Yorkshire and the Humber","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Very badly",10,"a Leaver"
83,"Woman","South East","Remain","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
33,"Woman","North West","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Other","Very negative effect","Very negative effect","Fairly badly",1,"a Remainer"
25,"Man","Scotland","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
64,"Woman","South East","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Very badly",1,"a Leaver"
35,"Woman","West Midlands","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
65,"Man","Yorkshire and the Humber","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Fairly badly",8,"a Leaver"
32,"Man","East Midlands","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",7,"a Leaver"
27,"Woman","South East","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
30,"Woman","South East","Remain","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Don't know","Fairly badly",5,"a Remainer"
63,"Man","London","Leave","Not working","Charity/voluntary sector","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
53,"Woman","Scotland","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Don't know",4,"Neither a Leaver nor a Remainer"
67,"Woman","Yorkshire and the Humber","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Fairly badly",8,"a Leaver"
59,"Man","London","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Fairly badly",4,"Neither a Leaver nor a Remainer"
32,"Man","Wales","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
71,"Man","Scotland","Remain","Retired","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Neither positive nor negative","Very badly",7,"a Remainer"
63,"Man","Scotland","Remain","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Neither positive nor negative","Fairly badly",4,"a Leaver"
58,"Woman","South East","Did not vote","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
48,"Woman","East Midlands","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Very badly",10,"a Leaver"
66,"Man","London","Remain","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
66,"Woman","North West","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Other","Very positive effect","Very positive effect","Very badly",6,"a Leaver"
46,"Man","London","Remain","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
59,"Woman","South East","Remain","Not working","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Don't know","Fairly badly",2,"a Remainer"
