age,sex,region,GEvote2015,EURef2016,political_attention,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,newspaper_readership,Govthand,Tradeimmig,BrexitID
55,"Man","Yorkshire and the Humber","UKIP","Leave",3,"Prefer not to answer","Prefer not to answer","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Neither positive nor negative","None","Fairly badly",8,"a Leaver"
70,"Man","South East","Conservative","Remain",8,"£25,000 to £29,999 per year","£45,000 to £49,999 per year","15 or under","No formal qualifications","C1","Retired","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","The Daily Mail / The Scottish Daily Mail","Fairly well",6,"Neither a Leaver nor a Remainer"
83,"Woman","South West","Conservative","Leave",5,"Prefer not to answer","Prefer not to answer","17-18","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","D","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","None","Fairly badly",5,"a Leaver"
43,"Man","Scotland","Conservative","Leave",7,"£35,000 to £39,999 per year","£60,000 to £69,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","The Daily Mail / The Scottish Daily Mail","Don't know",8,"Neither a Leaver nor a Remainer"
40,"Woman","London","Labour","Remain",7,"£25,000 to £29,999 per year","£30,000 to £34,999 per year","20+","University diploma","D","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","The Daily Mail / The Scottish Daily Mail","Don't know",3,"a Remainer"
29,"Man","North East","Conservative","Remain",6,"£15,000 to £19,999 per year","Don't know","17-18","Teaching qualification (not degree)","D","Working full time (30 or more hours per week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Neither positive nor negative","Neither positive nor negative","None","Fairly well",5,"Neither a Leaver nor a Remainer"
65,"Woman","North East","Labour","Leave",5,"Prefer not to answer","Prefer not to answer","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","E","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Other local daily morning newspaper","Fairly well",5,"Neither a Leaver nor a Remainer"
56,"Man","Wales","Conservative","Remain",5,"£40,000 to £44,999 per year","£60,000 to £69,999 per year","16","CSE grades 2-5","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Somewhat negative effect","Other Newspaper","Fairly well",2,"Neither a Leaver nor a Remainer"
50,"Man","East Midlands","Conservative","Leave",5,"£20,000 to £24,999 per year","£30,000 to £34,999 per year","16","ONC","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","None","Fairly well",10,"a Leaver"
71,"Man","Scotland","DK or did not vote","Did not vote",4,"£35,000 to £39,999 per year","£35,000 to £39,999 per year","17-18","Other technical, professional or higher qualification","AB","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Don't know","Neither positive nor negative","None","Fairly well",4,"a Remainer"
58,"Man","London","Labour","Did not vote",6,"Prefer not to answer","Prefer not to answer","20+","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Very negative effect","None","Very badly",5,"a Remainer"
45,"Man","South East","UKIP","Leave",2,"Prefer not to answer","Prefer not to answer","16","No formal qualifications","D","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","None","Very badly",8,"a Leaver"
69,"Woman","Yorkshire and the Humber","Liberal Democrat","Remain",5,"£15,000 to £19,999 per year","£25,000 to £29,999 per year","20+","Teaching qualification (not degree)","AB","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","None","Fairly well",3,"Neither a Leaver nor a Remainer"
54,"Woman","East of England","Conservative","Remain",7,"£50,000 to £59,999 per year","£70,000 to £99,999 per year","20+","Other technical, professional or higher qualification","AB","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","The Guardian","Don't know",2,"a Remainer"
66,"Woman","South West","Conservative","Leave",7,"£30,000 to £34,999 per year","£30,000 to £34,999 per year","20+","University diploma","C1","Retired","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","None","Fairly well",3,"a Leaver"
56,"Woman","South West","Labour","Remain",10,"£15,000 to £19,999 per year","£25,000 to £29,999 per year","17-18","Other technical, professional or higher qualification","C2","Working part time (8-29 hours a week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Very negative effect","The Guardian","Very badly",0,"a Remainer"
35,"Woman","South East","Green","Remain",2,"under £5,000 per year","Don't know","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","AB","Working part time (8-29 hours a week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","None","Fairly badly",3,"a Remainer"
84,"Man","North West","Labour","Remain",6,"£15,000 to £19,999 per year","£15,000 to £19,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","None","Fairly badly",2,"a Remainer"
58,"Man","East Midlands","UKIP","Leave",8,"£50,000 to £59,999 per year","£50,000 to £59,999 per year","16","No formal qualifications","D","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","None","Fairly well",10,"a Leaver"
53,"Man","West Midlands","DK or did not vote","Leave",0,"under £5,000 per year","£35,000 to £39,999 per year","16","Other technical, professional or higher qualification","AB","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","None","Don't know",10,"Neither a Leaver nor a Remainer"
78,"Woman","Scotland","SNP","Remain",7,"£10,000 to £14,999 per year","Prefer not to answer","16","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Neither positive nor negative","None","Fairly badly",9,"a Remainer"
68,"Woman","Yorkshire and the Humber","Conservative","Leave",10,"Prefer not to answer","Prefer not to answer","15 or under","Other technical, professional or higher qualification","AB","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","None","Very well",9,"a Leaver"
65,"Man","Yorkshire and the Humber","UKIP","Leave",9,"£20,000 to £24,999 per year","£25,000 to £29,999 per year","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","The Express","Fairly badly",8,"a Leaver"
